Age,Hours per day,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Primary streaming service_Apple Music,Primary streaming service_I do not use a streaming service.,Primary streaming service_Other streaming service,Primary streaming service_Pandora,Primary streaming service_Spotify,Primary streaming service_YouTube Music,While working_No,While working_Yes,Instrumentalist_No,Instrumentalist_Yes,Composer_No,Composer_Yes,Fav genre_Classical,Fav genre_Country,Fav genre_EDM,Fav genre_Folk,Fav genre_Gospel,Fav genre_Hip hop,Fav genre_Jazz,Fav genre_K pop,Fav genre_Latin,Fav genre_Lofi,Fav genre_Metal,Fav genre_Pop,Fav genre_R&B,Fav genre_Rap,Fav genre_Rock,Fav genre_Video game music,Exploratory_No,Exploratory_Yes,Foreign languages_No,Foreign languages_Yes,Music effects_Improve,Music effects_No effect,Music effects_Worsen
-0.4959378729737498,-0.8795942631794545,1.1089826137664178,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,1.0,0.1,0.0,0.0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
-0.2389977595874063,-0.8795942631794545,-0.46525541699877854,1,0,2,1,0,0,3,0,0,0,0,2,1,0,3,1,0.8,0.7000000000000001,0.0,0.5,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
-0.8385246908222078,-0.5544099618527487,0.9878873806306336,0,0,1,1,0,0,0,0,0,1,2,2,0,0,3,2,0.30000000000000004,0.2,0.6000000000000001,0.7000000000000001,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
0.0179423537989372,-0.5544099618527487,1.4117206966058788,1,1,1,2,0,1,0,1,0,1,3,2,0,1,3,3,0.5,0.5,0.30000000000000004,0.1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
0.6174692850337387,0.421142942127369,-0.979910157825862,2,0,1,2,0,2,1,1,0,0,3,3,3,1,3,0,1.0,1.0,0.30000000000000004,0.1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
0.9600561028821967,0.7463272434540749,1.532815929741663,3,0,1,3,0,0,0,2,0,1,3,1,0,0,2,3,0.5,0.4,1.0,0.2,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
-0.0677043506631773,-0.22922566052604276,0.20076836524803535,2,2,0,1,0,0,1,0,1,0,3,3,0,0,3,0,0.0,0.0,0.8,0.0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
0.3605291716473952,0.09595864080066312,0.5035064480874962,1,2,1,0,1,3,1,1,1,1,0,2,2,2,2,0,0.8,0.8,0.5,1.0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1.3882896251927692,-0.22922566052604276,0.20076836524803535,2,0,2,0,0,1,1,0,0,2,2,2,0,1,1,0,1.0,0.7000000000000001,0.8,0.0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
0.9600561028821967,-0.5544099618527487,0.10994694039619708,2,1,3,2,1,1,3,0,0,0,3,2,1,1,3,2,0.7000000000000001,0.30000000000000004,0.1,0.1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
-0.4959378729737498,-0.22922566052604276,1.1089826137664178,1,2,2,1,0,2,1,0,2,2,2,2,3,3,3,1,0.8,0.7000000000000001,0.4,0.0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
0.10358905826105169,-0.5544099618527487,1.2603516551861484,1,1,3,1,1,3,1,1,1,1,1,2,1,3,3,1,0.6000000000000001,0.30000000000000004,0.1,0.1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
-0.2389977595874063,-1.0421864138428074,-0.31388637557904814,2,0,0,0,0,3,1,0,1,0,0,2,2,3,0,0,0.7000000000000001,0.7000000000000001,0.0,0.1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
-0.7528779863600933,0.421142942127369,1.3208992717540404,2,1,0,0,1,1,3,3,1,0,0,3,1,3,2,0,0.7000000000000001,0.7000000000000001,0.8,0.4,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
-0.6672312818979788,0.421142942127369,-0.8588149246900777,0,2,1,1,0,0,0,0,0,0,3,1,0,0,3,2,0.4,0.1,0.0,0.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
-0.4959378729737498,2.0470644487608984,-0.4047078004308864,0,1,3,0,0,2,0,3,0,0,0,1,3,1,0,0,0.7000000000000001,0.2,0.1,0.5,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
-0.5815845774358643,-0.5544099618527487,0.806244530926957,2,1,3,0,1,1,1,0,0,2,0,3,1,2,1,3,0.9,0.0,0.5,1.0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
-0.5815845774358643,0.09595864080066312,-0.9193625412579698,0,0,1,0,0,3,2,2,1,2,0,3,3,3,2,1,0.2,0.7000000000000001,0.1,0.1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
-0.4959378729737498,0.421142942127369,-1.010183966109808,1,0,0,1,0,2,3,0,3,1,2,1,2,1,3,1,1.0,0.8,0.7000000000000001,0.0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
-0.4959378729737498,-0.22922566052604276,-0.16251733415931768,1,0,1,0,0,3,3,1,2,3,0,2,2,2,1,3,0.30000000000000004,0.0,0.0,0.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
-0.2389977595874063,-0.5544099618527487,0.07967313211225101,0,0,3,0,0,2,0,3,0,0,0,2,0,2,3,1,0.7000000000000001,0.8,0.5,0.1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
-0.7528779863600933,-0.39181781118939574,-0.616624458418509,1,2,0,3,0,1,2,0,2,2,1,3,1,0,3,1,0.2,0.1,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
-0.4959378729737498,-0.22922566052604276,-1.4037434738011072,1,0,2,0,0,3,1,3,1,1,1,3,3,3,1,3,0.5,0.4,0.0,0.1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
1.045702807344311,-0.8795942631794545,-0.25333875901115593,1,1,1,1,0,1,1,1,0,1,1,2,1,1,3,0,0.9,1.0,0.6000000000000001,1.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
-0.9241713952843222,1.0715115447807808,-0.4047078004308864,1,0,3,0,0,0,3,0,2,0,0,2,0,0,3,3,0.2,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0.10358905826105169,-0.8795942631794545,-0.31388637557904814,1,2,0,2,0,3,3,0,0,0,3,3,3,3,3,0,0.30000000000000004,0.2,0.0,0.0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
0.6174692850337387,-0.22922566052604276,1.0181611889145796,0,0,1,0,0,3,0,0,2,1,0,2,3,3,1,0,0.2,0.0,0.7000000000000001,0.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
0.4461758761095097,0.421142942127369,1.1089826137664178,2,1,0,2,0,1,0,0,0,0,3,2,0,0,3,0,0.7000000000000001,0.6000000000000001,0.6000000000000001,0.2,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
1.559583034116998,0.7463272434540749,-0.43498160871483244,2,1,3,1,1,1,1,2,1,3,1,2,1,0,2,3,0.5,0.4,0.8,0.30000000000000004,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
-0.0677043506631773,0.09595864080066312,1.5630897380256092,3,1,1,0,0,1,1,0,0,0,2,3,1,0,3,1,0.4,0.6000000000000001,0.5,0.30000000000000004,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
