Age,Hours per day,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Primary streaming service_Apple Music,Primary streaming service_I do not use a streaming service.,Primary streaming service_Other streaming service,Primary streaming service_Pandora,Primary streaming service_Spotify,Primary streaming service_YouTube Music,While working_No,While working_Yes,Instrumentalist_No,Instrumentalist_Yes,Composer_No,Composer_Yes,Fav genre_Classical,Fav genre_Country,Fav genre_EDM,Fav genre_Folk,Fav genre_Gospel,Fav genre_Hip hop,Fav genre_Jazz,Fav genre_K pop,Fav genre_Latin,Fav genre_Lofi,Fav genre_Metal,Fav genre_Pop,Fav genre_R&B,Fav genre_Rap,Fav genre_Rock,Fav genre_Video game music,Exploratory_No,Exploratory_Yes,Foreign languages_No,Foreign languages_Yes,Music effects_Improve,Music effects_No effect,Music effects_Worsen
0.9600561028821967,-0.8795942631794545,-0.4047078004308864,2,1,0,0,0,0,0,0,0,0,1,2,1,1,3,0,0.6000000000000001,0.2,0.30000000000000004,0.1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
-0.4959378729737498,0.09595864080066312,1.16953023033431,1,0,1,0,0,1,2,0,0,2,0,2,0,0,1,3,0.8,0.2,0.1,0.6000000000000001,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
-0.2389977595874063,2.0470644487608984,1.9869230540008544,1,3,0,3,0,0,1,0,0,0,3,1,0,1,2,2,0.9,0.6000000000000001,0.0,0.6000000000000001,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
-0.4102911685116353,-0.22922566052604276,-0.07169590930747943,1,2,3,0,0,2,0,1,0,2,0,2,0,2,2,1,0.0,0.30000000000000004,0.7000000000000001,0.0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
0.5318225805716242,-0.5544099618527487,2.3199349451242615,1,1,0,1,0,1,1,0,0,1,2,2,0,1,3,0,0.8,0.9,0.6000000000000001,0.2,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
-0.4959378729737498,0.09595864080066312,-0.5560768418506168,2,0,0,0,0,2,2,1,0,0,2,2,1,2,3,1,0.4,0.1,0.1,0.1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
-0.8385246908222078,1.3966958461074868,2.108018287136639,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,1,0.8,0.7000000000000001,0.5,0.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-0.5815845774358643,-0.5544099618527487,0.775970722643011,0,0,1,0,0,2,0,0,0,0,3,2,0,1,3,1,0.30000000000000004,0.4,0.6000000000000001,0.1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
0.0179423537989372,-1.0421864138428074,0.5035064480874962,3,0,0,0,1,0,2,0,2,0,1,1,1,0,3,2,0.1,0.1,0.30000000000000004,0.1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
-0.6672312818979788,0.421142942127369,0.32186359838381967,0,1,0,0,0,2,0,0,0,1,3,2,2,2,3,1,1.0,0.8,0.6000000000000001,0.7000000000000001,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
0.2748824671852807,-0.8795942631794545,-0.10196971759142551,1,0,3,2,0,0,0,0,0,1,1,1,0,0,2,1,0.6000000000000001,0.6000000000000001,0.2,0.0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
-0.4102911685116353,-0.22922566052604276,1.4117206966058788,0,0,1,0,0,1,0,2,0,1,1,2,2,1,3,2,0.6000000000000001,0.7000000000000001,0.0,0.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
-0.3246444640495208,-0.5544099618527487,-0.49552922528272464,2,1,0,3,0,0,1,0,0,1,3,1,0,1,2,3,0.8,0.4,1.0,0.0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1.3882896251927692,-0.22922566052604276,-0.31388637557904814,2,0,1,1,1,3,2,1,1,0,1,3,3,2,3,0,0.9,0.7000000000000001,0.6000000000000001,0.2,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
-0.4102911685116353,-0.5544099618527487,0.07967313211225101,0,0,2,0,0,1,0,0,0,0,0,3,0,1,3,2,0.7000000000000001,0.4,0.6000000000000001,0.5,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
0.7887626939579677,0.09595864080066312,1.139256422050364,1,0,2,0,0,2,1,0,0,0,3,1,0,2,2,1,0.6000000000000001,0.7000000000000001,0.0,0.0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
-0.1533510551252918,-0.5544099618527487,-0.7074458832703472,1,0,0,1,0,0,0,0,0,2,3,1,0,0,2,1,0.6000000000000001,0.30000000000000004,0.0,0.1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
-0.7528779863600933,-0.22922566052604276,0.5035064480874962,1,0,0,0,0,2,1,0,1,0,0,3,2,1,0,0,0.7000000000000001,0.5,0.5,0.30000000000000004,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
-0.4959378729737498,0.09595864080066312,0.9878873806306336,1,1,1,1,0,2,1,1,0,0,1,3,1,2,2,2,0.7000000000000001,1.0,0.5,0.0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
-0.2389977595874063,-0.5544099618527487,-0.7679934998382394,2,0,0,1,0,2,2,0,2,1,1,3,2,2,3,2,0.8,0.6000000000000001,0.0,0.0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
-0.4959378729737498,1.3966958461074868,-0.7074458832703472,3,0,1,0,0,2,2,3,0,3,0,3,2,1,1,1,0.4,0.30000000000000004,0.0,0.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
-0.1533510551252918,0.09595864080066312,-1.3734696655171612,1,0,2,2,0,3,1,3,2,3,1,3,3,3,2,2,0.7000000000000001,0.6000000000000001,0.7000000000000001,0.5,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
-0.1533510551252918,-0.5544099618527487,-0.19279114244326379,0,0,1,0,0,1,1,0,0,0,3,0,0,1,2,0,0.7000000000000001,0.30000000000000004,0.2,0.30000000000000004,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
-0.2389977595874063,-0.8795942631794545,0.14022074868014317,0,0,3,0,1,2,2,0,0,0,0,3,3,2,2,0,0.2,0.7000000000000001,0.5,0.0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
-0.6672312818979788,-0.22922566052604276,0.20076836524803535,1,2,2,2,0,1,1,1,0,3,2,3,3,2,3,2,0.7000000000000001,0.8,0.6000000000000001,0.5,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
0.2748824671852807,-1.0421864138428074,0.20076836524803535,1,2,0,3,0,1,1,0,0,0,0,2,0,1,3,1,0.4,0.7000000000000001,0.1,0.0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
-0.4959378729737498,-0.22922566052604276,0.07967313211225101,0,2,2,0,0,3,0,0,0,1,1,1,1,2,3,2,0.5,0.2,0.8,0.6000000000000001,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
-0.6672312818979788,-0.5544099618527487,-0.041422101023533345,1,0,2,2,0,3,2,1,1,1,3,1,1,3,3,0,1.0,0.7000000000000001,0.4,0.2,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
-0.3246444640495208,-0.8795942631794545,1.6841849711613937,0,1,0,1,0,2,1,0,0,3,2,1,2,2,3,1,0.6000000000000001,0.5,0.0,0.0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.3605291716473952,0.421142942127369,2.3199349451242615,1,0,0,1,0,0,3,0,1,1,1,0,2,0,3,2,0.7000000000000001,0.2,0.30000000000000004,0.1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
-0.2389977595874063,2.0470644487608984,0.14022074868014317,2,2,3,3,0,0,1,0,0,0,1,0,1,0,2,2,0.4,0.7000000000000001,0.7000000000000001,0.30000000000000004,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
-0.5815845774358643,0.09595864080066312,0.20076836524803535,2,1,2,1,0,1,2,2,2,2,3,3,1,1,3,3,0.4,0.5,0.6000000000000001,0.5,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
-1.0098180997464368,-0.5544099618527487,-0.10196971759142551,1,0,2,3,1,2,0,0,0,2,2,3,1,3,3,3,0.7000000000000001,1.0,0.5,0.6000000000000001,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
-0.0677043506631773,-0.8795942631794545,-1.1312791992455924,2,0,1,1,0,1,0,0,0,0,3,2,2,2,3,1,0.6000000000000001,0.4,0.5,0.0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
0.8744093984200821,0.7463272434540749,1.2906254634700944,2,1,2,3,0,1,2,1,1,2,2,2,1,1,3,2,0.4,0.1,0.30000000000000004,0.1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
0.3605291716473952,-0.8795942631794545,-0.4047078004308864,2,0,0,1,2,0,1,0,0,0,0,2,1,0,2,2,0.6000000000000001,0.6000000000000001,0.1,0.2,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
0.2748824671852807,0.7463272434540749,0.6246016812232805,2,1,0,2,0,1,1,0,1,1,2,2,2,1,3,3,1.0,0.8,0.7000000000000001,0.1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
0.6174692850337387,1.0715115447807808,-0.10196971759142551,2,0,1,0,0,2,1,0,0,1,1,3,3,3,3,3,1.0,0.8,0.2,0.8,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
0.6174692850337387,-0.8795942631794545,-0.10196971759142551,1,0,3,1,1,2,1,0,1,1,0,2,1,1,1,0,0.30000000000000004,0.6000000000000001,0.2,0.0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
-0.3246444640495208,-0.22922566052604276,1.1089826137664178,0,0,0,3,0,2,0,0,0,2,3,1,0,1,3,2,0.8,0.9,0.2,0.0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
-0.5815845774358643,-0.5544099618527487,-0.6771720749864012,0,0,2,0,0,1,0,0,0,1,0,1,0,0,2,3,0.8,0.30000000000000004,0.8,0.7000000000000001,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
-0.4959378729737498,-0.22922566052604276,-0.041422101023533345,3,1,0,0,0,0,0,1,0,2,0,3,0,0,1,2,0.30000000000000004,0.30000000000000004,0.1,0.2,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
0.0179423537989372,-0.7170021125161016,-1.8881244063442446,2,1,1,2,0,1,0,0,0,1,1,3,3,1,3,0,0.6000000000000001,0.5,0.0,0.2,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
-0.6672312818979788,0.09595864080066312,-1.343195857233215,3,0,0,0,2,2,1,2,0,3,0,3,2,2,1,3,0.30000000000000004,0.8,0.0,0.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
-0.7528779863600933,-0.5544099618527487,0.07967313211225101,3,0,0,0,0,3,0,2,0,1,0,3,3,3,0,2,0.1,0.8,0.0,0.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
0.1892357627231662,2.0470644487608984,1.86582782086507,2,0,2,0,0,2,1,0,0,1,3,3,1,2,3,1,0.5,0.6000000000000001,0.6000000000000001,0.30000000000000004,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
2.416050078738143,1.0715115447807808,-0.9496363495419159,3,2,3,1,1,2,2,1,2,1,1,3,3,1,3,1,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
0.0179423537989372,-0.8795942631794545,-0.49552922528272464,0,0,3,0,0,1,0,1,0,1,0,0,0,0,1,1,0.0,0.8,0.0,0.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0.7887626939579677,-0.5544099618527487,-0.10196971759142551,0,0,1,0,0,0,0,0,0,0,3,1,0,0,2,0,0.30000000000000004,0.7000000000000001,0.0,0.0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
-0.2389977595874063,0.7463272434540749,0.5035064480874962,2,1,3,3,1,3,3,1,2,2,2,3,3,3,2,2,0.8,0.8,0.8,0.5,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
-0.6672312818979788,-0.5544099618527487,-0.8890887329740238,2,0,0,0,0,1,2,0,0,1,2,3,0,1,3,1,0.5,0.2,0.30000000000000004,0.4,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
0.10358905826105169,-0.22922566052604276,1.1089826137664178,1,1,0,3,1,1,2,0,0,1,1,2,2,1,2,2,0.8,0.8,0.30000000000000004,0.0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
-0.4959378729737498,1.3966958461074868,1.532815929741663,0,0,3,0,0,2,0,1,0,0,1,2,2,2,2,0,0.6000000000000001,0.8,0.8,0.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
-0.3246444640495208,-0.22922566052604276,0.3824112149517119,1,3,2,1,0,3,1,0,3,2,1,3,3,3,2,2,0.6000000000000001,0.8,0.6000000000000001,0.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
0.6174692850337387,-0.22922566052604276,0.6246016812232805,1,1,2,3,0,2,1,0,2,3,1,2,3,1,3,1,0.6000000000000001,0.6000000000000001,0.7000000000000001,0.5,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
-0.3246444640495208,-0.22922566052604276,-1.4037434738011072,0,0,0,2,2,2,2,0,1,0,1,1,1,2,3,3,0.9,1.0,0.30000000000000004,0.0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
0.0179423537989372,-0.5544099618527487,-0.10196971759142551,1,0,0,1,0,2,0,0,2,0,0,3,2,3,3,1,0.7000000000000001,0.7000000000000001,0.5,0.0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
0.2748824671852807,0.09595864080066312,2.138292095420585,1,2,1,1,0,2,2,1,0,0,2,2,1,1,3,2,0.6000000000000001,0.8,0.1,0.6000000000000001,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
1.3882896251927692,0.09595864080066312,-1.9183982146281906,1,0,2,3,0,3,2,1,1,2,1,3,3,2,3,1,0.7000000000000001,0.2,0.0,0.7000000000000001,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
-0.5815845774358643,-0.8795942631794545,2.0171968622848007,1,0,1,0,0,2,0,0,0,0,3,1,0,2,3,2,0.6000000000000001,0.9,0.9,0.0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
-0.2389977595874063,-0.5544099618527487,-1.1010053909616464,2,0,0,0,0,1,0,3,3,2,0,2,3,1,1,2,0.1,0.1,0.4,0.1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
2.0734632608896852,-0.8795942631794545,0.9878873806306336,2,0,3,2,0,2,1,1,1,2,2,2,1,1,3,2,0.8,0.8,0.2,0.0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
-0.3246444640495208,-0.22922566052604276,0.806244530926957,2,1,1,2,0,1,1,1,0,2,3,3,1,2,3,2,0.30000000000000004,0.30000000000000004,0.7000000000000001,0.0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
0.1892357627231662,2.0470644487608984,2.138292095420585,0,1,2,2,0,2,1,1,1,2,3,3,2,2,3,2,0.8,0.8,0.30000000000000004,0.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
-0.4959378729737498,-0.8795942631794545,1.1089826137664178,0,0,0,0,0,1,0,0,0,2,3,2,1,1,3,0,0.6000000000000001,0.4,0.0,0.30000000000000004,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
0.1892357627231662,-0.22922566052604276,1.4419945048898248,2,0,0,1,0,2,1,0,0,1,3,0,1,2,2,1,0.1,0.0,0.0,0.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
0.1892357627231662,-0.7170021125161016,-0.8588149246900777,0,0,0,1,0,2,0,1,0,1,3,2,0,2,3,2,0.5,0.5,0.4,0.4,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
1.4739363296548837,-0.39181781118939574,0.7456969143590649,2,1,3,1,0,2,3,0,1,1,2,1,1,1,2,1,0.8,0.8,0.7000000000000001,0.6000000000000001,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
3.015577009972944,-0.5544099618527487,-0.1322435258753716,1,2,0,1,3,0,0,0,1,0,0,2,1,0,2,0,0.30000000000000004,0.0,0.2,0.0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
-0.4959378729737498,0.421142942127369,0.3824112149517119,2,1,1,2,2,2,1,0,0,3,3,0,0,2,3,2,0.0,0.5,0.1,0.0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
-0.4102911685116353,-0.5544099618527487,0.5337802563714423,1,0,0,1,0,2,1,0,0,2,0,3,2,1,2,1,0.6000000000000001,0.30000000000000004,0.0,0.0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
0.2748824671852807,-0.5544099618527487,0.6851492977911727,1,0,0,1,0,1,0,0,0,0,3,1,0,0,2,1,0.1,0.7000000000000001,0.5,0.1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
-0.5815845774358643,-0.5544099618527487,1.2300778469022022,2,0,0,0,0,1,0,0,0,1,0,3,3,1,0,0,0.5,0.6000000000000001,0.0,0.1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
-0.3246444640495208,0.421142942127369,0.14022074868014317,2,1,0,3,1,1,2,0,1,2,1,3,2,1,3,1,0.9,0.4,0.0,0.30000000000000004,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
-0.3246444640495208,-0.5544099618527487,-0.6771720749864012,1,2,1,2,0,3,1,0,3,3,3,3,3,3,3,1,0.8,0.8,0.30000000000000004,0.0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
-0.5815845774358643,-0.5544099618527487,-0.7679934998382394,3,0,0,1,1,2,2,3,1,3,0,2,3,2,0,1,0.7000000000000001,0.2,0.30000000000000004,0.5,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
-0.7528779863600933,-0.5544099618527487,0.6548754895072266,0,2,1,2,1,1,0,1,0,2,0,3,1,1,3,1,1.0,0.35000000000000003,0.5,1.0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
-0.4959378729737498,-0.8795942631794545,-0.8890887329740238,1,2,1,1,0,2,1,0,0,1,1,3,2,2,3,0,0.7000000000000001,0.5,0.1,0.2,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
0.5318225805716242,0.09595864080066312,-0.616624458418509,3,0,1,0,1,2,1,0,2,0,2,1,0,2,2,0,0.6000000000000001,0.8,0.9,0.5,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
-0.7528779863600933,-0.5544099618527487,-0.3441601838629942,1,0,3,1,0,0,0,0,0,1,1,2,1,0,3,3,0.7000000000000001,0.4,1.0,0.2,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-0.6672312818979788,-0.5544099618527487,-0.16251733415931768,1,1,0,0,2,2,1,3,0,1,0,2,3,2,0,1,0.6000000000000001,0.1,0.0,0.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
-0.4102911685116353,0.09595864080066312,-0.31388637557904814,2,1,0,1,0,2,2,1,0,1,0,2,3,3,3,1,0.9,1.0,0.30000000000000004,0.0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
0.4461758761095097,-0.8795942631794545,1.16953023033431,2,2,1,2,0,1,0,0,0,0,2,2,0,1,3,0,0.8,0.5,0.8,0.9,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
-0.4959378729737498,0.421142942127369,-0.3744339921469403,2,1,0,2,1,1,2,1,1,1,3,2,1,1,3,2,0.9,0.9,0.9,0.30000000000000004,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
0.7031159894958532,1.0715115447807808,0.32186359838381967,1,2,2,2,1,3,1,1,2,2,2,3,3,3,3,2,0.9,0.30000000000000004,0.7000000000000001,0.8,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
0.2748824671852807,-0.5544099618527487,1.472268313173771,0,1,1,1,0,2,0,1,0,2,1,2,3,1,3,1,1.0,0.8,0.6000000000000001,0.2,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
0.0179423537989372,-0.22922566052604276,1.7144587794453396,1,0,2,2,0,1,0,1,0,2,3,2,1,1,3,2,0.9,0.6000000000000001,0.30000000000000004,0.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
